DAY_TYPE,TIME_PER_HOUR,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,22,Chinatown,Farrer Park,673
WEEKDAY,15,Potong Pasir,Kovan,672
WEEKDAY,10,Kovan,Boon Keng,672
WEEKDAY,19,Hougang,Boon Keng,672
WEEKDAY,17,Hougang,Little India,671
WEEKDAY,17,Chinatown,Outram Park,671
WEEKDAY,11,Outram Park,HarbourFront,671
WEEKDAY,15,Outram Park,Serangoon,670
WEEKDAY,15,Little India,Kovan,670
WEEKDAY,8,Outram Park,Boon Keng,669
WEEKDAY,21,Sengkang,Serangoon,669
WEEKDAY,14,Farrer Park,Hougang,669
WEEKDAY,11,Potong Pasir,Chinatown,668
WEEKDAY,13,Punggol,Chinatown,668
WEEKDAY,14,Little India,Dhoby Ghaut,668
WEEKDAY,11,Hougang,Outram Park,668
WEEKDAY,11,Punggol,Farrer Park,667
WEEKDAY,15,Serangoon,Chinatown,667
WEEKDAY,11,Chinatown,Serangoon,667
WEEKDAY,7,Boon Keng,Clarke Quay,666
WEEKDAY,14,Potong Pasir,Kovan,666
WEEKDAY,22,Dhoby Ghaut,Farrer Park,665
WEEKDAY,14,Sengkang,Farrer Park,665
WEEKDAY,8,Serangoon,Hougang,665
WEEKDAY,6,Farrer Park,Boon Keng,664
WEEKDAY,12,Kovan,Farrer Park,664
WEEKDAY,16,Clarke Quay,Hougang,662
WEEKDAY,19,Outram Park,Buangkok,662
WEEKDAY,15,Dhoby Ghaut,Potong Pasir,662
WEEKDAY,6,Potong Pasir,Outram Park,662
WEEKDAY,11,Chinatown,Dhoby Ghaut,661
WEEKDAY,21,Clarke Quay,Kovan,661
WEEKDAY,9,Boon Keng,Sengkang,661
WEEKDAY,22,Farrer Park,Kovan,660
WEEKDAY,16,Dhoby Ghaut,Little India,660
WEEKDAY,17,Sengkang,Chinatown,660
WEEKDAY,16,Buangkok,Hougang,659
WEEKDAY,10,Buangkok,Hougang,659
WEEKDAY,16,Chinatown,HarbourFront,659
WEEKDAY,9,Punggol,HarbourFront,658
WEEKDAY,14,Buangkok,Serangoon,658
WEEKDAY,15,Chinatown,Outram Park,657
WEEKDAY,17,Chinatown,HarbourFront,656
WEEKDAY,16,Hougang,Farrer Park,656
WEEKDAY,19,Buangkok,Serangoon,656
WEEKDAY,14,Potong Pasir,Punggol,656
WEEKDAY,18,Woodleigh,Kovan,656
WEEKDAY,9,Little India,Outram Park,655
WEEKDAY,20,Boon Keng,Little India,655
WEEKDAY,21,Hougang,Buangkok,655
WEEKDAY,6,Potong Pasir,Serangoon,655
WEEKDAY,10,Kovan,Buangkok,654
WEEKDAY,22,Clarke Quay,Farrer Park,653
WEEKDAY,11,Outram Park,Little India,653
WEEKDAY,11,Little India,Serangoon,652
WEEKDAY,21,HarbourFront,Punggol,649
WEEKDAY,17,Hougang,Potong Pasir,648
WEEKDAY,8,Little India,Farrer Park,648
WEEKDAY,11,Buangkok,Kovan,647
WEEKDAY,22,Clarke Quay,Boon Keng,647
WEEKDAY,14,Boon Keng,Punggol,647
WEEKDAY,15,Hougang,Dhoby Ghaut,646
WEEKDAY,9,Kovan,Serangoon,645
WEEKDAY,20,Outram Park,Punggol,645
WEEKDAY,11,Punggol,Little India,644
WEEKDAY,9,HarbourFront,Chinatown,643
WEEKDAY,16,Clarke Quay,Serangoon,642
WEEKDAY,6,Buangkok,Woodleigh,641
WEEKDAY,7,Serangoon,Kovan,641
WEEKDAY,19,Hougang,Little India,641
WEEKDAY,16,Boon Keng,Potong Pasir,640
WEEKDAY,20,Little India,Boon Keng,639
WEEKDAY,20,Potong Pasir,Farrer Park,639
WEEKDAY,16,Sengkang,Farrer Park,639
WEEKDAY,10,Sengkang,Outram Park,639
WEEKDAY,15,Boon Keng,Potong Pasir,639
WEEKDAY,7,HarbourFront,Woodleigh,639
WEEKDAY,21,Kovan,Serangoon,638
WEEKDAY,16,Kovan,Farrer Park,637
WEEKDAY,11,Serangoon,Potong Pasir,637
WEEKDAY,13,Kovan,Farrer Park,636
WEEKDAY,11,Hougang,Boon Keng,635
WEEKDAY,15,Woodleigh,Sengkang,635
WEEKDAY,20,Dhoby Ghaut,Chinatown,635
WEEKDAY,9,Boon Keng,Potong Pasir,635
WEEKDAY,12,Boon Keng,Punggol,634
WEEKDAY,16,Outram Park,Little India,634
WEEKDAY,14,Sengkang,Little India,633
WEEKDAY,15,Outram Park,Hougang,632
WEEKDAY,14,Buangkok,Kovan,631
WEEKDAY,13,Kovan,Buangkok,631
WEEKDAY,16,Dhoby Ghaut,Buangkok,630
WEEKDAY,19,Woodleigh,Hougang,629
WEEKDAY,18,Sengkang,Chinatown,628
WEEKDAY,20,Punggol,Farrer Park,628
WEEKDAY,8,Farrer Park,Potong Pasir,627
WEEKDAY,8,Dhoby Ghaut,Farrer Park,626
WEEKDAY,9,Buangkok,Hougang,626
WEEKDAY,15,Farrer Park,Punggol,625
WEEKDAY,10,Chinatown,Farrer Park,625
WEEKDAY,22,Dhoby Ghaut,Potong Pasir,625
WEEKDAY,23,Clarke Quay,Hougang,624
WEEKDAY,14,Little India,Punggol,624
WEEKDAY,21,Little India,Kovan,623
WEEKDAY,17,Kovan,Potong Pasir,623
WEEKDAY,16,Outram Park,Dhoby Ghaut,622
WEEKDAY,21,Farrer Park,Little India,622
WEEKDAY,14,Kovan,Farrer Park,621
WEEKDAY,12,Chinatown,Clarke Quay,620
WEEKDAY,11,Chinatown,Sengkang,619
WEEKDAY,14,Little India,Kovan,619
WEEKDAY,15,Serangoon,Little India,619
WEEKDAY,19,Kovan,Potong Pasir,619
WEEKDAY,12,Little India,Clarke Quay,617
WEEKDAY,15,Boon Keng,Dhoby Ghaut,617
WEEKDAY,6,Sengkang,Farrer Park,617
WEEKDAY,10,Sengkang,Buangkok,616
WEEKDAY,13,Kovan,Chinatown,616
WEEKDAY,6,Hougang,Kovan,616
WEEKDAY,14,Clarke Quay,Dhoby Ghaut,616
WEEKDAY,10,Serangoon,Sengkang,615
WEEKDAY,20,Buangkok,Punggol,614
WEEKDAY,18,Kovan,Dhoby Ghaut,613
WEEKDAY,7,Potong Pasir,Clarke Quay,612
WEEKDAY,19,Buangkok,Hougang,610
WEEKDAY,9,Kovan,HarbourFront,609
WEEKDAY,18,Kovan,Chinatown,609
WEEKDAY,12,Farrer Park,Potong Pasir,609
WEEKDAY,15,Buangkok,Kovan,609
WEEKDAY,11,Boon Keng,Kovan,609
WEEKDAY,12,Outram Park,Farrer Park,608
WEEKDAY,18,Clarke Quay,Chinatown,607
WEEKDAY,6,Little India,HarbourFront,607
WEEKDAY,7,Potong Pasir,Kovan,606
WEEKDAY,12,Serangoon,Outram Park,606
WEEKDAY,16,Serangoon,Little India,606
WEEKDAY,19,Potong Pasir,Little India,606
WEEKDAY,14,Chinatown,HarbourFront,605
WEEKDAY,21,Clarke Quay,Buangkok,605
WEEKDAY,12,Punggol,Farrer Park,605
WEEKDAY,13,Farrer Park,Sengkang,605
WEEKDAY,12,Kovan,Little India,605
WEEKDAY,7,Little India,Farrer Park,605
WEEKDAY,15,Hougang,Boon Keng,605
WEEKDAY,16,Woodleigh,Farrer Park,604
WEEKDAY,10,Boon Keng,Kovan,604
WEEKDAY,11,Little India,Boon Keng,604
WEEKDAY,22,Chinatown,Kovan,603
WEEKDAY,18,Little India,Clarke Quay,603
WEEKDAY,11,Little India,Sengkang,603
WEEKDAY,14,Chinatown,Clarke Quay,603
WEEKDAY,13,Little India,Boon Keng,603
WEEKDAY,6,Boon Keng,Chinatown,603
WEEKDAY,6,Punggol,Dhoby Ghaut,602
WEEKDAY,13,Kovan,Little India,602
WEEKDAY,19,Sengkang,Farrer Park,602
WEEKDAY,15,Chinatown,HarbourFront,602
WEEKDAY,13,Sengkang,Farrer Park,601
WEEKDAY,16,Outram Park,Kovan,601
WEEKDAY,13,Potong Pasir,Punggol,601
WEEKDAY,14,Clarke Quay,Chinatown,600
WEEKDAY,16,Buangkok,Serangoon,600
WEEKDAY,20,Hougang,Farrer Park,599
WEEKDAY,6,Kovan,Chinatown,599
WEEKDAY,13,Chinatown,Kovan,598
WEEKDAY,17,Little India,Potong Pasir,598
WEEKDAY,20,HarbourFront,Boon Keng,598
WEEKDAY,21,Chinatown,Potong Pasir,598
WEEKDAY,11,Serangoon,Outram Park,598
WEEKDAY,8,Punggol,Buangkok,597
WEEKDAY,19,Chinatown,Outram Park,597
WEEKDAY,19,Kovan,Boon Keng,597
WEEKDAY,15,Clarke Quay,Dhoby Ghaut,597
WEEKDAY,14,Dhoby Ghaut,Potong Pasir,596
WEEKDAY,12,Punggol,Dhoby Ghaut,596
WEEKDAY,7,Potong Pasir,Woodleigh,595
WEEKDAY,11,Kovan,Boon Keng,595
WEEKDAY,15,Boon Keng,Kovan,595
WEEKDAY,18,Dhoby Ghaut,Outram Park,594
WEEKDAY,12,Buangkok,Kovan,594
WEEKDAY,9,Serangoon,Sengkang,594
WEEKDAY,21,Outram Park,Farrer Park,594
WEEKDAY,20,Clarke Quay,Dhoby Ghaut,594
WEEKDAY,14,Buangkok,Hougang,593
WEEKDAY,12,Dhoby Ghaut,Boon Keng,593
WEEKDAY,7,Dhoby Ghaut,HarbourFront,592
WEEKDAY,12,Potong Pasir,Little India,591
WEEKDAY,19,Buangkok,Kovan,591
WEEKDAY,20,Farrer Park,Dhoby Ghaut,590
WEEKDAY,12,Little India,Outram Park,590
WEEKDAY,11,Serangoon,Punggol,590
WEEKDAY,15,Serangoon,Dhoby Ghaut,590
WEEKDAY,17,HarbourFront,Clarke Quay,589
WEEKDAY,21,Potong Pasir,Sengkang,589
WEEKDAY,13,Hougang,Boon Keng,589
WEEKDAY,22,Little India,Punggol,589
WEEKDAY,12,Little India,Kovan,588
WEEKDAY,21,Potong Pasir,Hougang,588
WEEKDAY,14,Chinatown,Kovan,587
WEEKDAY,6,Buangkok,Chinatown,586
WEEKDAY,16,Hougang,Chinatown,585
WEEKDAY,16,Little India,Dhoby Ghaut,585
WEEKDAY,14,Farrer Park,Sengkang,585
WEEKDAY,6,Boon Keng,Sengkang,584
WEEKDAY,11,Serangoon,Hougang,584
WEEKDAY,16,Serangoon,Dhoby Ghaut,584
WEEKDAY,9,Buangkok,Farrer Park,582
WEEKDAY,12,Little India,Punggol,581
WEEKDAY,7,Sengkang,Buangkok,580
WEEKDAY,13,Serangoon,Outram Park,580
WEEKDAY,18,Outram Park,Clarke Quay,580
WEEKDAY,16,Chinatown,Outram Park,580
WEEKDAY,9,Potong Pasir,Dhoby Ghaut,580
WEEKDAY,14,Dhoby Ghaut,Kovan,580
WEEKDAY,9,Buangkok,Outram Park,579
WEEKDAY,12,Chinatown,Punggol,578
WEEKDAY,13,Punggol,Dhoby Ghaut,578
WEEKDAY,19,Sengkang,Boon Keng,577
WEEKDAY,22,Boon Keng,Sengkang,576
WEEKDAY,20,Outram Park,Little India,576
WEEKDAY,16,Hougang,Dhoby Ghaut,576
WEEKDAY,16,HarbourFront,Punggol,575
WEEKDAY,11,Sengkang,Outram Park,575
WEEKDAY,6,Kovan,Dhoby Ghaut,575
WEEKDAY,14,Hougang,Boon Keng,574
WEEKDAY,18,Punggol,Potong Pasir,573
WEEKDAY,19,Dhoby Ghaut,Clarke Quay,572
WEEKDAY,9,Little India,HarbourFront,572
WEEKDAY,22,Little India,Serangoon,572
WEEKDAY,22,Clarke Quay,Kovan,571
WEEKDAY,21,Boon Keng,Punggol,571
WEEKDAY,10,Little India,Dhoby Ghaut,571
WEEKDAY,11,Hougang,Buangkok,571
WEEKDAY,12,Dhoby Ghaut,Clarke Quay,570
WEEKDAY,17,Clarke Quay,Chinatown,570
WEEKDAY,21,Potong Pasir,Boon Keng,570
WEEKDAY,21,Potong Pasir,Serangoon,569
WEEKDAY,12,Potong Pasir,Sengkang,569
WEEKDAY,14,Kovan,Little India,568
WEEKDAY,15,Buangkok,Hougang,568
WEEKDAY,12,Sengkang,Outram Park,568
WEEKDAY,9,Sengkang,Woodleigh,568
WEEKDAY,19,Woodleigh,Farrer Park,568
WEEKDAY,22,Boon Keng,Hougang,567
WEEKDAY,8,Potong Pasir,Woodleigh,567
WEEKDAY,16,Buangkok,Kovan,567
WEEKDAY,22,HarbourFront,Serangoon,567
WEEKDAY,15,Sengkang,Chinatown,567
WEEKDAY,11,Boon Keng,Punggol,567
WEEKDAY,6,Farrer Park,Serangoon,566
WEEKDAY,6,Potong Pasir,HarbourFront,566
WEEKDAY,13,Little India,Punggol,566
WEEKDAY,10,Serangoon,Punggol,566
WEEKDAY,7,Farrer Park,Kovan,566
WEEKDAY,19,HarbourFront,Potong Pasir,565
WEEKDAY,20,HarbourFront,Kovan,564
WEEKDAY,19,Little India,Outram Park,564
WEEKDAY,12,Dhoby Ghaut,Sengkang,564
WEEKDAY,17,Potong Pasir,Little India,564
WEEKDAY,15,Woodleigh,Kovan,562
WEEKDAY,13,Boon Keng,Kovan,562
WEEKDAY,7,Farrer Park,Dhoby Ghaut,561
WEEKDAY,12,Sengkang,Potong Pasir,561
WEEKDAY,9,Farrer Park,Outram Park,560
WEEKDAY,14,Sengkang,Potong Pasir,560
WEEKDAY,7,Little India,Serangoon,559
WEEKDAY,8,Dhoby Ghaut,Little India,559
WEEKDAY,17,HarbourFront,Potong Pasir,559
WEEKDAY,15,Dhoby Ghaut,Clarke Quay,559
WEEKDAY,15,Little India,Dhoby Ghaut,558
WEEKDAY,15,Hougang,Little India,558
WEEKDAY,12,Dhoby Ghaut,Serangoon,558
WEEKDAY,6,Potong Pasir,Hougang,558
WEEKDAY,11,Buangkok,Chinatown,557
WEEKDAY,6,Kovan,Serangoon,557
WEEKDAY,12,Potong Pasir,Dhoby Ghaut,556
WEEKDAY,22,Serangoon,Kovan,556
WEEKDAY,5,Sengkang,HarbourFront,555
WEEKDAY,19,Serangoon,Chinatown,554
WEEKDAY,20,Little India,Chinatown,553
WEEKDAY,14,Kovan,Chinatown,553
WEEKDAY,16,Boon Keng,Dhoby Ghaut,553
WEEKDAY,12,HarbourFront,Outram Park,552
WEEKDAY,9,Farrer Park,Dhoby Ghaut,552
WEEKDAY,17,Woodleigh,Buangkok,551
WEEKDAY,13,Dhoby Ghaut,Potong Pasir,551
WEEKDAY,6,Punggol,Clarke Quay,551
WEEKDAY,17,Woodleigh,Farrer Park,551
WEEKDAY,6,Kovan,Punggol,551
WEEKDAY,6,Kovan,Farrer Park,551
WEEKDAY,22,Clarke Quay,Punggol,550
WEEKDAY,10,Chinatown,Boon Keng,549
WEEKDAY,12,Potong Pasir,Chinatown,549
WEEKDAY,8,Outram Park,Farrer Park,549
WEEKDAY,16,Sengkang,Chinatown,549
WEEKDAY,13,Little India,Clarke Quay,548
WEEKDAY,17,Kovan,Little India,548
WEEKDAY,10,Sengkang,Clarke Quay,548
WEEKDAY,21,Outram Park,Punggol,548
WEEKDAY,22,Kovan,Hougang,547
WEEKDAY,15,Outram Park,Dhoby Ghaut,547
WEEKDAY,20,Chinatown,HarbourFront,546
WEEKDAY,6,Boon Keng,Potong Pasir,546
WEEKDAY,18,Dhoby Ghaut,HarbourFront,546
WEEKDAY,16,Chinatown,Buangkok,545
WEEKDAY,15,Clarke Quay,Chinatown,545
WEEKDAY,13,Boon Keng,Outram Park,545
WEEKDAY,15,Little India,Boon Keng,545
WEEKDAY,7,Farrer Park,Little India,545
WEEKDAY,16,Outram Park,Boon Keng,544
WEEKDAY,14,Boon Keng,Kovan,543
WEEKDAY,13,Farrer Park,Hougang,543
WEEKDAY,20,Farrer Park,Chinatown,542
WEEKDAY,21,Punggol,Kovan,542
WEEKDAY,13,Kovan,Boon Keng,542
WEEKDAY,10,Boon Keng,Outram Park,542
WEEKDAY,16,Boon Keng,Buangkok,541
WEEKDAY,7,Little India,Chinatown,541
WEEKDAY,11,Chinatown,Hougang,540
WEEKDAY,16,Sengkang,Dhoby Ghaut,540
WEEKDAY,17,Punggol,Boon Keng,539
WEEKDAY,15,Sengkang,Farrer Park,539
WEEKDAY,12,Serangoon,Buangkok,539
WEEKDAY,10,Outram Park,Little India,539
WEEKDAY,16,Clarke Quay,Dhoby Ghaut,538
WEEKDAY,17,Outram Park,HarbourFront,537
WEEKDAY,12,Punggol,Little India,537
WEEKDAY,15,Woodleigh,Serangoon,536
WEEKDAY,10,Dhoby Ghaut,Chinatown,535
WEEKDAY,16,HarbourFront,Farrer Park,535
WEEKDAY,22,Serangoon,Buangkok,535
WEEKDAY,9,Buangkok,HarbourFront,534
WEEKDAY,22,Clarke Quay,Buangkok,534
WEEKDAY,12,Hougang,Outram Park,534
WEEKDAY,6,Serangoon,Farrer Park,533
WEEKDAY,8,Woodleigh,Outram Park,533
WEEKDAY,16,Punggol,Farrer Park,532
WEEKDAY,21,Little India,Boon Keng,531
WEEKDAY,10,Buangkok,Dhoby Ghaut,531
WEEKDAY,14,Sengkang,Boon Keng,531
WEEKDAY,17,Little India,HarbourFront,531
WEEKDAY,10,Little India,Outram Park,531
WEEKDAY,8,Potong Pasir,Hougang,531
WEEKDAY,8,Serangoon,Sengkang,531
WEEKDAY,12,Kovan,Dhoby Ghaut,530
WEEKDAY,11,Little India,Hougang,530
WEEKDAY,12,Outram Park,Clarke Quay,530
WEEKDAY,22,Serangoon,Farrer Park,529
WEEKDAY,10,Punggol,Potong Pasir,529
WEEKDAY,14,Kovan,Dhoby Ghaut,529
WEEKDAY,12,Dhoby Ghaut,Hougang,528
WEEKDAY,8,HarbourFront,Outram Park,528
WEEKDAY,20,Little India,Potong Pasir,528
WEEKDAY,9,Boon Keng,Hougang,528
WEEKDAY,16,HarbourFront,Little India,528
WEEKDAY,15,Sengkang,Potong Pasir,528
WEEKDAY,11,Sengkang,Potong Pasir,528
WEEKDAY,8,Little India,Serangoon,527
WEEKDAY,11,Potong Pasir,Sengkang,527
WEEKDAY,13,Dhoby Ghaut,Hougang,527
WEEKDAY,16,Hougang,Little India,527
WEEKDAY,8,Serangoon,Punggol,526
WEEKDAY,15,Chinatown,Clarke Quay,526
WEEKDAY,17,Punggol,Dhoby Ghaut,526
WEEKDAY,6,Kovan,Little India,525
WEEKDAY,13,Clarke Quay,Outram Park,525
WEEKDAY,16,Woodleigh,Punggol,525
WEEKDAY,17,Punggol,Potong Pasir,524
WEEKDAY,18,Punggol,Dhoby Ghaut,523
WEEKDAY,18,Punggol,Little India,523
WEEKDAY,13,Farrer Park,Kovan,523
WEEKDAY,16,Dhoby Ghaut,Clarke Quay,522
WEEKDAY,15,Buangkok,Serangoon,522
WEEKDAY,22,HarbourFront,Punggol,522
WEEKDAY,15,Chinatown,Potong Pasir,522
WEEKDAY,15,Kovan,Potong Pasir,522
WEEKDAY,9,Serangoon,Punggol,522
WEEKDAY,15,Woodleigh,Potong Pasir,521
WEEKDAY,12,Outram Park,Serangoon,521
WEEKDAY,13,Potong Pasir,Kovan,521
WEEKDAY,14,Outram Park,Dhoby Ghaut,521
WEEKDAY,7,HarbourFront,Little India,521
WEEKDAY,8,HarbourFront,Clarke Quay,521
WEEKDAY,21,Kovan,Boon Keng,521
WEEKDAY,14,Potong Pasir,Dhoby Ghaut,520
WEEKDAY,6,Farrer Park,HarbourFront,520
WEEKDAY,19,Chinatown,Clarke Quay,520
WEEKDAY,10,Farrer Park,Clarke Quay,520
WEEKDAY,13,Sengkang,Potong Pasir,520
WEEKDAY,13,Hougang,Outram Park,520
WEEKDAY,18,Chinatown,Clarke Quay,519
WEEKDAY,23,Clarke Quay,Serangoon,518
WEEKDAY,19,Kovan,Little India,517
WEEKDAY,6,Little India,Outram Park,517
WEEKDAY,13,Kovan,Dhoby Ghaut,517
WEEKDAY,16,HarbourFront,Dhoby Ghaut,517
WEEKDAY,12,Sengkang,Boon Keng,517
WEEKDAY,10,Boon Keng,HarbourFront,517
WEEKDAY,13,Sengkang,Boon Keng,517
WEEKDAY,9,Little India,Dhoby Ghaut,516
WEEKDAY,15,Outram Park,Farrer Park,515
WEEKDAY,16,Potong Pasir,Buangkok,515
WEEKDAY,19,Little India,HarbourFront,515
WEEKDAY,19,Hougang,Potong Pasir,515
WEEKDAY,15,Sengkang,Dhoby Ghaut,514
WEEKDAY,21,HarbourFront,Chinatown,514
WEEKDAY,12,Hougang,Boon Keng,514
WEEKDAY,9,Potong Pasir,Outram Park,513
WEEKDAY,15,Dhoby Ghaut,Buangkok,513
WEEKDAY,11,Chinatown,HarbourFront,512
WEEKDAY,21,Outram Park,Boon Keng,512
WEEKDAY,10,Serangoon,Potong Pasir,511
WEEKDAY,12,Chinatown,Kovan,511
WEEKDAY,16,Chinatown,Potong Pasir,510
WEEKDAY,12,Farrer Park,Sengkang,510
WEEKDAY,17,Kovan,Dhoby Ghaut,510
WEEKDAY,13,Little India,Kovan,510
WEEKDAY,10,Buangkok,Little India,510
WEEKDAY,20,Boon Keng,Potong Pasir,509
WEEKDAY,15,HarbourFront,Hougang,509
WEEKDAY,16,Little India,Buangkok,509
WEEKDAY,9,Outram Park,Little India,509
WEEKDAY,17,Little India,Outram Park,508
WEEKDAY,17,Dhoby Ghaut,Clarke Quay,508
WEEKDAY,14,Little India,Boon Keng,507
WEEKDAY,19,Serangoon,Dhoby Ghaut,507
WEEKDAY,16,Hougang,Boon Keng,507
WEEKDAY,12,Clarke Quay,Little India,507
WEEKDAY,21,Clarke Quay,Potong Pasir,506
WEEKDAY,14,Punggol,Chinatown,506
WEEKDAY,11,Dhoby Ghaut,Little India,506
WEEKDAY,5,Punggol,Sengkang,506
WEEKDAY,18,Boon Keng,HarbourFront,506
WEEKDAY,7,Woodleigh,Outram Park,506
WEEKDAY,14,Punggol,Dhoby Ghaut,505
WEEKDAY,18,Boon Keng,Clarke Quay,505
WEEKDAY,13,Potong Pasir,Hougang,505
WEEKDAY,15,HarbourFront,Sengkang,505
WEEKDAY,14,Potong Pasir,Little India,505
WEEKDAY,10,Kovan,Clarke Quay,504
WEEKDAY,14,Farrer Park,Kovan,504
WEEKDAY,22,Serangoon,Potong Pasir,504
WEEKDAY,15,Outram Park,Little India,502
WEEKDAY,13,Potong Pasir,Little India,502
WEEKDAY,8,Farrer Park,Hougang,502
WEEKDAY,13,Chinatown,Potong Pasir,502
WEEKDAY,10,Boon Keng,Punggol,502
WEEKDAY,17,Potong Pasir,Chinatown,501
WEEKDAY,12,HarbourFront,Little India,501
WEEKDAY,13,Dhoby Ghaut,Punggol,501
WEEKDAY,16,Kovan,Potong Pasir,501
WEEKDAY,9,Sengkang,Buangkok,501
WEEKDAY,14,Little India,Outram Park,501
WEEKDAY,12,Boon Keng,Outram Park,501
WEEKDAY,11,Hougang,Clarke Quay,500
WEEKDAY,9,HarbourFront,Little India,499
WEEKDAY,10,Punggol,Clarke Quay,499
WEEKDAY,21,Sengkang,Boon Keng,498
WEEKDAY,16,Hougang,Potong Pasir,498
WEEKDAY,21,Little India,Potong Pasir,498
WEEKDAY,9,Chinatown,HarbourFront,496
WEEKDAY,13,Outram Park,Farrer Park,496
WEEKDAY,6,Little India,Serangoon,495
WEEKDAY,13,Punggol,Little India,494
WEEKDAY,22,Chinatown,Buangkok,493
WEEKDAY,16,Clarke Quay,Punggol,493
WEEKDAY,6,Serangoon,Clarke Quay,491
WEEKDAY,21,Buangkok,Sengkang,491
WEEKDAY,13,Sengkang,Outram Park,491
WEEKDAY,11,Buangkok,Dhoby Ghaut,491
WEEKDAY,18,Farrer Park,Outram Park,491
WEEKDAY,21,Potong Pasir,Punggol,491
WEEKDAY,22,Clarke Quay,Potong Pasir,491
WEEKDAY,17,Woodleigh,Potong Pasir,490
WEEKDAY,5,Hougang,HarbourFront,490
WEEKDAY,23,Punggol,Sengkang,490
WEEKDAY,8,Dhoby Ghaut,Boon Keng,489
WEEKDAY,7,Potong Pasir,Sengkang,489
WEEKDAY,12,Kovan,Boon Keng,489
WEEKDAY,9,Little India,Boon Keng,489
WEEKDAY,10,Kovan,Potong Pasir,489
WEEKDAY,22,HarbourFront,Boon Keng,489
WEEKDAY,11,Outram Park,Farrer Park,488
WEEKDAY,18,Potong Pasir,Chinatown,487
WEEKDAY,20,Dhoby Ghaut,Clarke Quay,486
WEEKDAY,17,Punggol,Chinatown,485
WEEKDAY,20,Outram Park,Boon Keng,485
WEEKDAY,17,Kovan,Chinatown,485
WEEKDAY,19,Punggol,Little India,485
WEEKDAY,18,Farrer Park,Clarke Quay,484
WEEKDAY,6,Buangkok,Farrer Park,484
WEEKDAY,16,Sengkang,Little India,484
WEEKDAY,17,Potong Pasir,Dhoby Ghaut,484
WEEKDAY,15,Outram Park,Punggol,484
WEEKDAY,15,Clarke Quay,Serangoon,484
WEEKDAY,20,Kovan,Farrer Park,484
WEEKDAY,19,Sengkang,Little India,483
WEEKDAY,15,Farrer Park,Kovan,483
WEEKDAY,22,Boon Keng,Serangoon,482
WEEKDAY,10,Hougang,HarbourFront,482
WEEKDAY,15,Clarke Quay,Farrer Park,482
WEEKDAY,21,HarbourFront,Boon Keng,482
WEEKDAY,21,Boon Keng,Buangkok,482
WEEKDAY,14,Chinatown,Potong Pasir,481
WEEKDAY,21,Little India,Farrer Park,481
WEEKDAY,22,Chinatown,Punggol,481
WEEKDAY,15,Punggol,Chinatown,480
WEEKDAY,16,Clarke Quay,Chinatown,479
WEEKDAY,22,Punggol,Serangoon,479
WEEKDAY,20,Boon Keng,Chinatown,479
WEEKDAY,14,Outram Park,Sengkang,479
WEEKDAY,9,Potong Pasir,Kovan,478
WEEKDAY,16,Little India,Boon Keng,478
WEEKDAY,9,Boon Keng,Punggol,478
WEEKDAY,15,Sengkang,Little India,477
WEEKDAY,10,Chinatown,HarbourFront,477
WEEKDAY,15,Hougang,Potong Pasir,477
WEEKDAY,10,Chinatown,Serangoon,476
WEEKDAY,16,Sengkang,Potong Pasir,475
WEEKDAY,9,Chinatown,Little India,475
WEEKDAY,8,Outram Park,Serangoon,475
WEEKDAY,11,Boon Keng,Hougang,474
WEEKDAY,10,Boon Keng,Hougang,474
WEEKDAY,20,Clarke Quay,Potong Pasir,474
WEEKDAY,14,Dhoby Ghaut,Outram Park,474
WEEKDAY,17,Clarke Quay,Little India,474
WEEKDAY,7,Outram Park,Serangoon,473
WEEKDAY,16,Punggol,Chinatown,473
WEEKDAY,22,Punggol,Kovan,473
WEEKDAY,18,Buangkok,Farrer Park,473
WEEKDAY,16,Kovan,Boon Keng,472
WEEKDAY,21,Chinatown,Little India,472
WEEKDAY,13,Potong Pasir,Chinatown,472
WEEKDAY,12,Farrer Park,Hougang,472
WEEKDAY,6,Farrer Park,Little India,472
WEEKDAY,6,Hougang,Clarke Quay,471
WEEKDAY,6,Buangkok,Dhoby Ghaut,471
WEEKDAY,11,Outram Park,Serangoon,470
WEEKDAY,18,Serangoon,Clarke Quay,470
WEEKDAY,7,Hougang,Buangkok,470
WEEKDAY,16,Clarke Quay,Boon Keng,470
WEEKDAY,21,Dhoby Ghaut,Little India,470
WEEKDAY,14,Kovan,Potong Pasir,469
WEEKDAY,14,Woodleigh,Sengkang,469
WEEKDAY,22,HarbourFront,Farrer Park,469
WEEKDAY,14,Farrer Park,Punggol,469
WEEKDAY,13,Little India,Potong Pasir,467
WEEKDAY,21,Dhoby Ghaut,Chinatown,467
WEEKDAY,13,Potong Pasir,Dhoby Ghaut,466
WEEKDAY,11,Clarke Quay,Chinatown,466
WEEKDAY,20,Chinatown,Outram Park,466
WEEKDAY,10,Serangoon,HarbourFront,465
WEEKDAY,22,Farrer Park,Buangkok,465
WEEKDAY,7,Farrer Park,Clarke Quay,465
WEEKDAY,22,Kovan,Punggol,464
WEEKDAY,11,Clarke Quay,Dhoby Ghaut,464
WEEKDAY,22,Little India,Kovan,464
WEEKDAY,20,Little India,Dhoby Ghaut,464
WEEKDAY,18,Serangoon,Outram Park,463
